provinsi,komoditas,golongan_pengeluaran,konsumsi_perkapita_per_minggu,jumlah_penduduk,persentase_kemiskinan,tingkat_pengangguran,akses_pendidikan,fasilitas_kesehatan,akses_air_bersih,kategori_kemiskinan
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.4,0.186,3041,20.63,8.25,sedang,memadai,ya,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.4,0.212,3575,24.95,19.77,baik,memadai,tidak,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,> 1 500 000.4,0.234,3664,6.71,12.59,baik,memadai,ya,rendah
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,200 000- 299 999.5,0.061,3466,10.25,11.91,sedang,memadai,tidak,rendah
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.5,0.116,2553,8.86,12.84,sedang,memadai,ya,rendah
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.5,0.152,787,9.76,17.88,baik,tidak memadai,tidak,tinggi
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.5,0.162,3717,7.58,7.14,sedang,memadai,tidak,rendah
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.5,0.165,4354,19.05,11.69,baik,tidak memadai,ya,sedang
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,> 1 500 000.5,0.152,1947,19.84,7.61,sedang,tidak memadai,ya,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,200 000- 299 999.6,0.035,1107,26.09,16.27,buruk,tidak memadai,tidak,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.6,0.174,2264,15.44,16.21,sedang,memadai,tidak,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.6,0.129,1725,18.31,19.28,baik,tidak memadai,ya,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.6,0.135,1735,29.78,10.6,buruk,memadai,ya,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.6,0.159,1529,18.3,5.7,baik,tidak memadai,ya,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,> 1 500 000.6,0.137,3171,19.34,18.24,baik,tidak memadai,tidak,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,200 000- 299 999.7,0.054,4462,29.9,18.14,sedang,memadai,tidak,tinggi
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.7,0.126,3677,29.85,6.99,sedang,tidak memadai,tidak,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.7,0.142,4222,15.6,7.7,baik,tidak memadai,ya,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.7,0.188,1975,20.87,8.33,sedang,memadai,ya,sedang
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.7,0.215,3396,17.02,10.68,baik,tidak memadai,tidak,sedang
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,> 1 500 000.7,0.209,1308,23.02,17.09,sedang,tidak memadai,ya,tinggi
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,200 000- 299 999.8,0.047,1478,28.46,5.45,buruk,memadai,ya,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.8,0.14,2963,12.74,14.91,sedang,tidak memadai,ya,rendah
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.8,0.138,1225,25.47,9.0,baik,memadai,ya,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.8,0.165,3001,21.37,6.33,baik,tidak memadai,ya,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.8,0.189,3862,12.0,8.75,baik,memadai,tidak,rendah
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,> 1 500 000.8,0.159,1716,24.93,12.07,sedang,memadai,tidak,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,200 000- 299 999.9,0.25,4551,15.68,18.66,sedang,memadai,tidak,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.9,0.125,2697,8.01,13.68,buruk,memadai,ya,rendah
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.9,0.136,3306,29.84,13.32,sedang,memadai,tidak,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.9,0.138,1278,15.64,4.85,buruk,memadai,tidak,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.9,0.136,1472,18.54,4.36,sedang,tidak memadai,ya,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,> 1 500 000.9,0.129,3310,25.2,5.2,baik,tidak memadai,tidak,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,200 000- 299 999.10,0.048,2623,29.02,4.62,baik,memadai,ya,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.10,0.109,1098,26.82,12.8,sedang,tidak memadai,tidak,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.10,0.149,3841,18.13,10.69,sedang,memadai,tidak,sedang
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.10,0.167,724,18.64,3.08,buruk,tidak memadai,ya,sedang
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.10,0.205,1340,12.02,8.97,baik,memadai,ya,rendah
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,> 1 500 000.10,0.215,2314,16.57,5.17,sedang,memadai,ya,sedang
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,200 000- 299 999.11,0.103,1606,28.67,19.8,sedang,memadai,ya,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.11,0.115,624,23.17,10.82,sedang,tidak memadai,ya,sedang
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.11,0.144,3746,5.3,10.24,sedang,memadai,ya,rendah
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.11,0.155,3431,7.91,13.95,baik,memadai,tidak,rendah
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.11,0.172,4625,28.1,9.07,baik,memadai,ya,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,> 1 500 000.11,0.157,3471,26.22,15.16,baik,memadai,tidak,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.12,0.083,2517,17.15,18.38,sedang,tidak memadai,ya,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.12,0.108,2915,20.42,11.48,sedang,memadai,tidak,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.12,0.128,3596,12.24,9.51,buruk,tidak memadai,ya,rendah
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.12,0.151,2109,24.82,11.87,sedang,tidak memadai,ya,sedang
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,> 1 500 000.12,0.139,1217,20.08,13.26,baik,memadai,ya,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,200 000- 299 999.13,0.086,4061,22.37,17.41,sedang,memadai,ya,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.13,0.095,1516,14.37,9.71,buruk,tidak memadai,tidak,rendah
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.13,0.156,4065,15.76,3.87,baik,memadai,tidak,sedang
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.13,0.183,4970,10.19,13.72,sedang,memadai,ya,rendah
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.13,0.218,2460,28.7,19.78,sedang,tidak memadai,ya,tinggi
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,> 1 500 000.13,0.231,1548,28.66,17.52,baik,memadai,ya,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,200 000- 299 999.14,0.067,1857,25.44,15.89,baik,tidak memadai,tidak,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.14,0.091,3926,28.39,6.0,baik,memadai,tidak,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.14,0.139,615,21.63,15.73,buruk,memadai,tidak,tinggi
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.14,0.159,2595,10.87,4.39,baik,tidak memadai,ya,rendah
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.14,0.185,2301,24.01,11.4,buruk,tidak memadai,ya,sedang
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,> 1 500 000.14,0.172,2646,13.13,9.31,buruk,memadai,tidak,rendah
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.15,0.087,2120,16.01,18.39,buruk,memadai,ya,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.15,0.129,3450,11.86,5.72,baik,tidak memadai,ya,rendah
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.15,0.14,4292,15.59,16.41,baik,tidak memadai,ya,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.15,0.144,3441,21.98,3.82,baik,memadai,tidak,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,> 1 500 000.15,0.13,1477,7.77,14.93,buruk,memadai,tidak,rendah
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.16,0.077,3566,7.63,7.99,baik,tidak memadai,tidak,rendah
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.16,0.149,1283,22.09,19.59,sedang,tidak memadai,tidak,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.16,0.167,740,24.49,14.42,sedang,memadai,ya,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.16,0.213,2053,18.79,8.25,buruk,memadai,tidak,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,> 1 500 000.16,0.242,1512,9.54,7.0,buruk,memadai,ya,rendah
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.17,0.081,686,15.77,13.87,sedang,tidak memadai,ya,sedang
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.17,0.142,2381,23.95,7.64,sedang,tidak memadai,ya,sedang
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.17,0.156,930,22.14,6.18,baik,memadai,ya,sedang
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.17,0.18,738,7.75,14.01,sedang,tidak memadai,ya,rendah
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,> 1 500 000.17,0.169,2845,29.23,15.31,baik,memadai,ya,tinggi
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.18,0.203,575,10.58,7.05,baik,memadai,ya,rendah
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.18,0.104,1856,10.51,12.11,sedang,memadai,ya,rendah
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.18,0.135,2830,16.5,14.28,baik,memadai,ya,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.18,0.123,2402,13.18,19.01,sedang,tidak memadai,ya,tinggi
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,> 1 500 000.18,0.136,4513,29.6,16.66,baik,memadai,ya,tinggi
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.19,0.151,2559,6.91,10.15,sedang,memadai,ya,rendah
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.19,0.131,640,12.66,17.35,sedang,memadai,ya,tinggi
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.19,0.137,2289,14.57,10.51,baik,tidak memadai,ya,rendah
Sumatera Selatan,Tongkol/tuna/cakalang diawetkan,1 000 000- 1 499 999.19,0.186,4126,17.34,5.21,sedang,memadai,ya,sedang
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,> 1 500 000.19,0.2,516,5.41,8.8,sedang,tidak memadai,tidak,rendah
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,300 000- 499 999.20,0.169,4848,7.06,16.68,buruk,memadai,ya,tinggi
Sumatera Utara,Tongkol/tuna/cakalang diawetkan,500 000- 749 999.20,0.121,964,11.45,19.25,sedang,memadai,tidak,tinggi
Sumatera Barat,Tongkol/tuna/cakalang diawetkan,750 000- 999 999.20,0.136,4971,18.85,19.72,buruk,tidak memadai,ya,tinggi
Sumatera Barat,Teri diawetkan,1 000 000- 1 499 999.20,0.155,2327,24.19,13.86,sedang,memadai,ya,sedang
Sumatera Barat,Teri diawetkan,> 1 500 000.20,0.158,3528,22.16,11.13,sedang,memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,300 000- 499 999,0.03,1019,19.18,5.75,sedang,memadai,ya,sedang
Sumatera Utara,Teri diawetkan,500 000- 749 999,0.011,589,14.93,4.74,sedang,memadai,ya,rendah
Sumatera Selatan,Teri diawetkan,750 000- 999 999,0.016,3351,26.77,11.81,baik,memadai,tidak,tinggi
Sumatera Selatan,Teri diawetkan,1 000 000- 1 499 999,0.014,3343,16.49,15.37,sedang,memadai,tidak,tinggi
Sumatera Utara,Teri diawetkan,> 1 500 000,0.013,2384,12.48,8.51,sedang,memadai,tidak,rendah
Sumatera Utara,Teri diawetkan,300 000- 499 999.1,0.018,4671,20.73,14.47,sedang,memadai,ya,sedang
Sumatera Barat,Teri diawetkan,500 000- 749 999.1,0.021,1425,22.3,12.7,sedang,tidak memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,750 000- 999 999.1,0.025,4234,14.96,18.99,baik,memadai,tidak,tinggi
Sumatera Selatan,Teri diawetkan,1 000 000- 1 499 999.1,0.028,1469,5.7,6.56,baik,memadai,ya,rendah
Sumatera Selatan,Teri diawetkan,> 1 500 000.1,0.025,1594,7.35,13.05,baik,memadai,tidak,rendah
Sumatera Selatan,Teri diawetkan,300 000- 499 999.2,0.021,3695,26.14,10.03,sedang,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,500 000- 749 999.2,0.017,1904,6.41,7.45,sedang,tidak memadai,ya,rendah
Sumatera Selatan,Teri diawetkan,750 000- 999 999.2,0.022,3864,19.8,9.07,buruk,memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,1 000 000- 1 499 999.2,0.021,4790,9.59,8.01,baik,memadai,ya,rendah
Sumatera Selatan,Teri diawetkan,> 1 500 000.2,0.017,4482,10.72,11.97,sedang,tidak memadai,tidak,rendah
Sumatera Barat,Teri diawetkan,300 000- 499 999.3,0.009,4823,11.83,12.49,sedang,tidak memadai,ya,rendah
Sumatera Barat,Teri diawetkan,500 000- 749 999.3,0.024,4513,5.96,17.71,buruk,tidak memadai,tidak,tinggi
Sumatera Utara,Teri diawetkan,750 000- 999 999.3,0.013,3592,9.43,16.28,buruk,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,1 000 000- 1 499 999.3,0.016,4659,21.26,8.14,buruk,memadai,ya,sedang
Sumatera Barat,Teri diawetkan,> 1 500 000.3,0.01,2574,17.47,18.83,sedang,tidak memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,200 000- 299 999.4,0.01,784,24.93,17.76,sedang,tidak memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,300 000- 499 999.4,0.012,1687,6.53,13.64,sedang,memadai,tidak,rendah
Sumatera Utara,Teri diawetkan,500 000- 749 999.4,0.018,4469,27.22,3.32,baik,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,750 000- 999 999.4,0.019,3465,29.91,6.56,buruk,memadai,tidak,tinggi
Sumatera Barat,Teri diawetkan,1 000 000- 1 499 999.4,0.02,4819,5.39,16.42,baik,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,> 1 500 000.4,0.024,1283,29.19,10.71,buruk,memadai,ya,tinggi
Sumatera Barat,Teri diawetkan,200 000- 299 999.5,0.007,1449,10.9,5.14,baik,memadai,ya,rendah
Sumatera Barat,Teri diawetkan,300 000- 499 999.5,0.011,4439,22.31,9.94,sedang,tidak memadai,tidak,sedang
Sumatera Utara,Teri diawetkan,500 000- 749 999.5,0.02,544,12.31,6.6,sedang,memadai,ya,rendah
Sumatera Barat,Teri diawetkan,750 000- 999 999.5,0.017,2310,18.05,18.17,baik,tidak memadai,ya,tinggi
Sumatera Barat,Teri diawetkan,1 000 000- 1 499 999.5,0.018,2581,17.76,18.12,baik,tidak memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,> 1 500 000.5,0.014,3998,14.03,9.58,buruk,tidak memadai,ya,rendah
Sumatera Barat,Teri diawetkan,200 000- 299 999.6,0.033,1329,22.94,5.34,baik,memadai,ya,sedang
Sumatera Utara,Teri diawetkan,300 000- 499 999.6,0.002,2409,19.99,9.1,buruk,tidak memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,500 000- 749 999.6,0.006,3081,17.71,5.19,buruk,tidak memadai,ya,sedang
Sumatera Utara,Teri diawetkan,750 000- 999 999.6,0.023,1191,29.57,8.17,sedang,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,1 000 000- 1 499 999.6,0.012,4519,28.5,16.11,sedang,memadai,ya,tinggi
Sumatera Barat,Teri diawetkan,> 1 500 000.6,0.008,1431,28.89,7.96,buruk,memadai,ya,tinggi
Sumatera Selatan,Teri diawetkan,200 000- 299 999.7,0.017,3906,27.03,12.25,sedang,memadai,ya,tinggi
Sumatera Barat,Teri diawetkan,300 000- 499 999.7,0.011,647,11.38,5.02,buruk,memadai,ya,rendah
Sumatera Selatan,Teri diawetkan,500 000- 749 999.7,0.011,1532,13.75,8.91,baik,memadai,ya,rendah
Sumatera Barat,Teri diawetkan,750 000- 999 999.7,0.018,1811,10.78,3.67,baik,tidak memadai,tidak,rendah
Sumatera Barat,Teri diawetkan,1 000 000- 1 499 999.7,0.021,887,29.65,12.32,buruk,tidak memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,> 1 500 000.7,0.018,3621,8.82,8.91,baik,memadai,tidak,rendah
Sumatera Barat,Teri diawetkan,200 000- 299 999.8,0.023,2373,14.16,17.82,baik,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,300 000- 499 999.8,0.008,4088,9.98,9.67,sedang,memadai,tidak,rendah
Sumatera Selatan,Teri diawetkan,500 000- 749 999.8,0.01,1415,10.59,12.48,baik,memadai,ya,rendah
Sumatera Selatan,Teri diawetkan,750 000- 999 999.8,0.02,2378,11.18,19.6,baik,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,1 000 000- 1 499 999.8,0.017,4248,20.99,13.93,baik,memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,> 1 500 000.8,0.012,777,6.9,11.51,baik,tidak memadai,ya,rendah
Sumatera Utara,Teri diawetkan,300 000- 499 999.9,0.009,2477,19.31,4.67,baik,memadai,ya,sedang
Sumatera Barat,Teri diawetkan,500 000- 749 999.9,0.013,2359,25.48,16.96,sedang,memadai,tidak,tinggi
Sumatera Utara,Teri diawetkan,750 000- 999 999.9,0.008,3536,24.16,13.92,baik,memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,1 000 000- 1 499 999.9,0.009,3871,8.78,4.84,baik,memadai,tidak,rendah
Sumatera Utara,Teri diawetkan,> 1 500 000.9,0.009,2682,27.87,7.18,sedang,memadai,tidak,tinggi
Sumatera Barat,Teri diawetkan,300 000- 499 999.10,0.014,1670,24.25,12.14,sedang,memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,500 000- 749 999.10,0.018,989,5.13,3.77,sedang,memadai,ya,rendah
Sumatera Barat,Teri diawetkan,750 000- 999 999.10,0.021,3025,23.43,15.21,baik,memadai,ya,tinggi
Sumatera Selatan,Teri diawetkan,1 000 000- 1 499 999.10,0.022,1682,23.44,6.87,baik,tidak memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,> 1 500 000.10,0.02,4979,17.42,11.33,baik,tidak memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,300 000- 499 999.11,0.012,4758,6.15,7.11,sedang,memadai,tidak,rendah
Sumatera Selatan,Teri diawetkan,500 000- 749 999.11,0.016,2988,19.5,11.32,buruk,memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,750 000- 999 999.11,0.015,2376,24.14,6.22,sedang,tidak memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,1 000 000- 1 499 999.11,0.016,2962,11.77,13.1,baik,tidak memadai,tidak,rendah
Sumatera Barat,Teri diawetkan,> 1 500 000.11,0.013,2130,21.68,18.48,buruk,memadai,ya,tinggi
Sumatera Selatan,Teri diawetkan,300 000- 499 999.12,0.024,787,13.85,16.72,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Teri diawetkan,500 000- 749 999.12,0.007,4782,19.35,7.11,sedang,memadai,ya,sedang
Sumatera Barat,Teri diawetkan,750 000- 999 999.12,0.014,2407,14.61,11.47,buruk,memadai,ya,rendah
Sumatera Barat,Teri diawetkan,1 000 000- 1 499 999.12,0.017,1661,12.59,10.19,buruk,tidak memadai,tidak,rendah
Sumatera Utara,Teri diawetkan,> 1 500 000.12,0.01,629,26.4,19.41,baik,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,300 000- 499 999.13,0.006,2863,23.85,16.58,sedang,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,500 000- 749 999.13,0.019,643,13.64,4.83,baik,tidak memadai,ya,rendah
Sumatera Utara,Teri diawetkan,750 000- 999 999.13,0.015,515,15.87,5.87,sedang,memadai,tidak,sedang
Sumatera Barat,Teri diawetkan,1 000 000- 1 499 999.13,0.015,744,22.29,14.93,baik,memadai,ya,sedang
Sumatera Barat,Teri diawetkan,> 1 500 000.13,0.014,1426,25.28,5.72,baik,tidak memadai,ya,tinggi
Sumatera Selatan,Teri diawetkan,300 000- 499 999.14,0.012,3678,22.11,19.16,sedang,memadai,ya,tinggi
Sumatera Barat,Teri diawetkan,500 000- 749 999.14,0.015,2676,18.52,19.88,baik,memadai,tidak,tinggi
Sumatera Utara,Teri diawetkan,750 000- 999 999.14,0.015,1386,28.86,16.23,baik,tidak memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,1 000 000- 1 499 999.14,0.016,840,24.35,3.46,baik,tidak memadai,ya,sedang
Sumatera Utara,Teri diawetkan,> 1 500 000.14,0.011,2551,7.89,11.21,baik,memadai,tidak,rendah
Sumatera Selatan,Teri diawetkan,300 000- 499 999.15,0.022,3898,18.95,9.9,buruk,memadai,ya,sedang
Sumatera Utara,Teri diawetkan,500 000- 749 999.15,0.017,4450,15.24,16.59,buruk,memadai,ya,tinggi
Sumatera Selatan,Teri diawetkan,750 000- 999 999.15,0.017,805,24.87,7.88,buruk,memadai,ya,sedang
Sumatera Barat,Teri diawetkan,1 000 000- 1 499 999.15,0.015,1407,6.12,9.56,sedang,memadai,tidak,rendah
Sumatera Selatan,Teri diawetkan,> 1 500 000.15,0.009,3154,15.27,4.59,sedang,tidak memadai,ya,sedang
Sumatera Utara,Teri diawetkan,300 000- 499 999.16,0.025,4292,12.96,8.82,buruk,memadai,ya,rendah
Sumatera Selatan,Teri diawetkan,500 000- 749 999.16,0.009,4542,8.53,19.56,baik,memadai,ya,tinggi
Sumatera Barat,Teri diawetkan,750 000- 999 999.16,0.015,1871,14.47,19.02,sedang,tidak memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,1 000 000- 1 499 999.16,0.018,820,21.82,15.75,baik,tidak memadai,tidak,tinggi
Sumatera Selatan,Teri diawetkan,> 1 500 000.16,0.021,4559,14.04,18.42,baik,tidak memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,300 000- 499 999.17,0.024,1631,19.5,6.59,sedang,memadai,tidak,sedang
Sumatera Selatan,Teri diawetkan,500 000- 749 999.17,0.012,3078,19.82,13.57,buruk,tidak memadai,ya,sedang
Sumatera Barat,Teri diawetkan,750 000- 999 999.17,0.016,4542,19.68,11.5,baik,tidak memadai,ya,sedang
Sumatera Barat,Teri diawetkan,1 000 000- 1 499 999.17,0.017,3867,18.24,10.19,baik,tidak memadai,ya,sedang
Sumatera Barat,Teri diawetkan,> 1 500 000.17,0.013,1317,7.92,8.52,baik,memadai,ya,rendah
Sumatera Barat,Teri diawetkan,500 000- 749 999.18,0.016,511,10.46,17.73,buruk,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,750 000- 999 999.18,0.008,694,25.0,11.24,buruk,memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,1 000 000- 1 499 999.18,0.011,3037,17.56,15.31,sedang,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,> 1 500 000.18,0.009,3342,22.65,15.0,sedang,tidak memadai,ya,sedang
Sumatera Utara,Teri diawetkan,300 000- 499 999.19,0.008,2729,19.25,5.31,baik,memadai,ya,sedang
Sumatera Barat,Teri diawetkan,500 000- 749 999.19,0.009,3509,5.97,3.83,sedang,tidak memadai,ya,rendah
Sumatera Utara,Teri diawetkan,750 000- 999 999.19,0.01,2577,24.91,17.28,baik,memadai,ya,tinggi
Sumatera Selatan,Teri diawetkan,1 000 000- 1 499 999.19,0.015,4367,6.61,11.34,buruk,memadai,tidak,rendah
Sumatera Selatan,Teri diawetkan,> 1 500 000.19,0.019,943,28.58,16.77,sedang,memadai,ya,tinggi
Sumatera Barat,Teri diawetkan,300 000- 499 999.20,0.005,797,10.38,8.05,baik,memadai,ya,rendah
Sumatera Utara,Teri diawetkan,500 000- 749 999.20,0.011,1344,17.81,17.65,baik,memadai,ya,tinggi
Sumatera Barat,Teri diawetkan,750 000- 999 999.20,0.009,1515,6.59,17.12,baik,memadai,ya,tinggi
Sumatera Selatan,Teri diawetkan,1 000 000- 1 499 999.20,0.013,1884,27.37,9.49,baik,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,> 1 500 000.20,0.012,1897,29.5,10.0,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Teri diawetkan,200 000- 299 999,0.008,1053,8.66,8.97,buruk,memadai,ya,rendah
Sumatera Utara,Teri diawetkan,300 000- 499 999,0.036,2850,12.39,3.59,buruk,memadai,tidak,rendah
Sumatera Selatan,Teri diawetkan,500 000- 749 999,0.054,1769,5.4,14.69,baik,memadai,ya,rendah
Sumatera Selatan,Teri diawetkan,750 000- 999 999,0.057,1760,24.67,7.64,sedang,tidak memadai,ya,sedang
Sumatera Selatan,Teri diawetkan,1 000 000- 1 499 999,0.086,684,12.79,18.03,baik,memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,> 1 500 000,0.087,2910,19.72,18.26,baik,tidak memadai,ya,tinggi
Sumatera Utara,Teri diawetkan,200 000- 299 999.1,0.016,4931,5.98,15.28,sedang,tidak memadai,ya,tinggi
Sumatera Selatan,Teri diawetkan,300 000- 499 999.1,0.034,2709,22.89,6.09,buruk,memadai,ya,sedang
Sumatera Utara,Teri diawetkan,500 000- 749 999.1,0.048,4172,18.24,4.52,baik,memadai,ya,sedang
Sumatera Barat,Teri diawetkan,750 000- 999 999.1,0.058,2381,23.12,16.88,buruk,memadai,ya,tinggi
